id,person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,loan_status
24910.0,40.0,75000.0,0.0,10000.0,10.95,0.13,14.0,0.0
2034.0,22.0,30000.0,5.0,8000.0,19.29,0.27,2.0,1.0
18567.0,22.0,30000.0,7.0,2700.0,13.92,0.09,3.0,0.0
24213.0,28.0,50000.0,4.0,15000.0,15.96,0.3,7.0,0.0
3780.0,25.0,65000.0,0.0,6000.0,10.25,0.09,4.0,0.0
17103.0,22.0,61104.0,3.0,5000.0,9.25,0.08,2.0,0.0
6596.0,28.0,44000.0,0.0,1500.0,13.22,0.03,6.0,0.0
29822.0,26.0,41000.0,5.0,7000.0,10.74,0.17,4.0,0.0
31723.0,21.0,50000.0,5.0,8000.0,10.36,0.16,2.0,0.0
758.0,24.0,50000.0,8.0,5000.0,12.18,0.1,3.0,0.0
29065.0,22.0,36000.0,6.0,10000.0,8.49,0.28,4.0,1.0
28156.0,28.0,50400.0,9.0,22000.0,9.91,0.43,10.0,0.0
23469.0,27.0,100000.0,11.0,12000.0,10.99,0.12,10.0,0.0
22328.0,25.0,130000.0,3.0,10000.0,8.49,0.08,3.0,0.0
4579.0,40.0,62000.0,3.0,8000.0,14.83,0.13,15.0,0.0
8960.0,30.0,33000.0,2.0,3600.0,14.65,0.11,10.0,1.0
7599.0,31.0,60000.0,4.0,14000.0,7.9,0.23,7.0,0.0
34164.0,27.0,90000.0,4.0,10000.0,5.79,0.11,9.0,0.0
29881.0,22.0,40000.0,5.0,6000.0,10.74,0.15,3.0,0.0
12307.0,26.0,54000.0,2.0,8000.0,14.96,0.15,2.0,0.0
27124.0,22.0,54000.0,6.0,6500.0,16.77,0.12,2.0,1.0
15019.0,29.0,60000.0,5.0,7800.0,7.49,0.13,7.0,0.0
23614.0,24.0,74004.0,6.0,7125.0,7.49,0.1,2.0,0.0
1710.0,37.0,30000.0,3.0,12000.0,10.39,0.4,14.0,1.0
31848.0,28.0,55000.0,3.0,9000.0,11.11,0.16,8.0,0.0
23622.0,27.0,170000.0,11.0,8000.0,10.08,0.04,6.0,0.0
16240.0,41.0,39480.0,7.0,1500.0,13.06,0.04,17.0,0.0
21578.0,37.0,53400.0,4.0,13600.0,6.03,0.25,13.0,0.0
14084.0,23.0,48000.0,6.0,4800.0,6.17,0.1,4.0,0.0
15590.0,23.0,87000.0,4.0,8000.0,12.73,0.09,2.0,0.0
8147.0,24.0,60000.0,9.0,7200.0,11.71,0.12,3.0,0.0
25534.0,24.0,55000.0,8.0,5000.0,7.49,0.09,2.0,0.0
15981.0,26.0,150000.0,3.0,20000.0,10.59,0.13,2.0,0.0
21345.0,25.0,28000.0,4.0,7500.0,12.98,0.29,3.0,0.0
22984.0,34.0,40000.0,2.0,3000.0,11.83,0.07,10.0,0.0
14428.0,25.0,24000.0,0.0,10000.0,11.83,0.43,3.0,1.0
11865.0,22.0,65000.0,3.0,6000.0,11.49,0.09,4.0,0.0
34196.0,52.0,35004.0,0.0,7200.0,11.11,0.21,25.0,0.0
33262.0,23.0,54000.0,1.0,8000.0,15.96,0.15,4.0,0.0
34038.0,26.0,100000.0,10.0,11000.0,13.35,0.11,3.0,0.0
32360.0,22.0,30000.0,0.0,6000.0,13.11,0.2,4.0,1.0
13766.0,28.0,45000.0,4.0,15000.0,13.06,0.33,7.0,1.0
20040.0,24.0,120000.0,8.0,20000.0,11.11,0.17,3.0,0.0
967.0,35.0,150000.0,19.0,35000.0,18.39,0.23,6.0,0.0
28344.0,28.0,63000.0,2.0,10000.0,10.59,0.16,8.0,0.0
9222.0,24.0,30000.0,2.0,4000.0,14.96,0.13,3.0,1.0
1731.0,27.0,49200.0,5.0,4000.0,6.17,0.08,5.0,0.0
5199.0,31.0,45000.0,0.0,4000.0,13.72,0.09,7.0,0.0
3211.0,28.0,40800.0,5.0,9500.0,6.76,0.23,9.0,0.0
2954.0,39.0,36000.0,3.0,9600.0,7.29,0.27,12.0,0.0
3047.0,30.0,37090.0,12.0,2400.0,10.0,0.08,7.0,0.0
8468.0,33.0,60000.0,2.0,3000.0,12.18,0.05,10.0,0.0
1418.0,27.0,24000.0,2.0,2000.0,15.58,0.08,7.0,1.0
18404.0,29.0,70000.0,5.0,10000.0,8.0,0.14,8.0,0.0
22941.0,27.0,53724.0,1.0,4500.0,5.79,0.09,7.0,0.0
6111.0,27.0,72000.0,11.0,16000.0,12.42,0.22,5.0,0.0
18794.0,28.0,45000.0,2.0,12000.0,12.18,0.27,8.0,1.0
18573.0,24.0,60000.0,8.0,2500.0,15.58,0.04,2.0,0.0
28252.0,39.0,120000.0,3.0,8000.0,10.74,0.07,11.0,0.0
18801.0,43.0,130000.0,17.0,12000.0,5.79,0.09,17.0,0.0
30201.0,23.0,50000.0,7.0,3000.0,10.25,0.06,2.0,0.0
16298.0,22.0,53000.0,6.0,6000.0,7.9,0.11,4.0,0.0
26600.0,23.0,46800.0,2.0,15000.0,13.99,0.32,3.0,1.0
13.0,31.0,70000.0,2.0,16000.0,11.14,0.23,9.0,0.0
25863.0,26.0,69000.0,10.0,10000.0,8.94,0.14,4.0,0.0
23002.0,22.0,95000.0,3.0,16000.0,11.48,0.18,2.0,0.0
6128.0,30.0,33000.0,1.0,2525.0,8.9,0.07,10.0,0.0
3653.0,28.0,74400.0,0.0,15000.0,9.63,0.2,6.0,0.0
14433.0,62.0,38000.0,0.0,5600.0,15.96,0.15,29.0,0.0
30382.0,31.0,80000.0,6.0,22000.0,7.9,0.27,9.0,0.0
28690.0,28.0,100000.0,5.0,15000.0,7.88,0.15,10.0,0.0
10765.0,34.0,50000.0,1.0,10000.0,7.74,0.2,10.0,0.0
22494.0,24.0,67500.0,2.0,10000.0,17.19,0.15,3.0,1.0
16443.0,30.0,200000.0,3.0,25000.0,10.99,0.13,7.0,0.0
29541.0,28.0,52680.0,4.0,6000.0,13.98,0.12,8.0,0.0
24104.0,23.0,50000.0,2.0,5000.0,9.32,0.1,4.0,0.0
3115.0,22.0,42000.0,6.0,16750.0,10.62,0.4,4.0,1.0
27680.0,26.0,54000.0,4.0,10000.0,21.21,0.19,2.0,1.0
33168.0,41.0,54000.0,1.0,12000.0,6.91,0.22,16.0,1.0
10630.0,26.0,100000.0,10.0,10000.0,13.99,0.1,2.0,0.0
21370.0,27.0,30000.0,0.0,7500.0,15.31,0.25,7.0,1.0
23000.0,30.0,85332.0,3.0,14000.0,13.11,0.16,5.0,0.0
27278.0,24.0,93200.0,1.0,10000.0,8.94,0.11,3.0,0.0
2275.0,28.0,45000.0,6.0,10000.0,7.51,0.22,8.0,0.0
3852.0,25.0,180000.0,9.0,9600.0,11.83,0.05,4.0,0.0
25284.0,23.0,34000.0,1.0,12000.0,12.84,0.35,3.0,1.0
19876.0,22.0,45000.0,6.0,5000.0,16.0,0.11,4.0,0.0
5754.0,31.0,50000.0,5.0,5000.0,15.62,0.1,9.0,1.0
3979.0,28.0,60000.0,3.0,5000.0,8.49,0.08,7.0,0.0
26621.0,23.0,71500.0,0.0,23200.0,8.88,0.33,3.0,1.0
2974.0,27.0,60000.0,0.0,4800.0,9.63,0.08,8.0,0.0
6620.0,25.0,54000.0,9.0,13000.0,7.9,0.24,4.0,0.0
1794.0,24.0,87000.0,1.0,7200.0,11.26,0.08,4.0,0.0
24418.0,22.0,40000.0,0.0,10000.0,12.53,0.25,4.0,0.0
12493.0,27.0,68000.0,2.0,10000.0,9.91,0.15,10.0,0.0
29815.0,24.0,100000.0,3.0,12000.0,13.57,0.12,4.0,0.0
3397.0,23.0,120000.0,2.0,10000.0,13.22,0.08,3.0,0.0
15780.0,27.0,70000.0,11.0,20000.0,13.85,0.29,6.0,0.0
33983.0,24.0,40000.0,3.0,6000.0,7.88,0.15,4.0,0.0
6422.0,21.0,90000.0,5.0,15000.0,11.48,0.17,4.0,0.0
27108.0,22.0,42000.0,6.0,5000.0,6.91,0.12,2.0,1.0
18805.0,22.0,25000.0,0.0,2400.0,10.36,0.1,2.0,0.0
1662.0,36.0,45000.0,16.0,2000.0,7.51,0.04,12.0,0.0
20727.0,22.0,49000.0,2.0,5000.0,14.96,0.1,3.0,1.0
22540.0,25.0,68000.0,4.0,15000.0,10.25,0.22,4.0,0.0
10820.0,29.0,140000.0,2.0,5000.0,6.76,0.03,9.0,0.0
22697.0,24.0,45600.0,5.0,6000.0,13.85,0.13,4.0,0.0
33559.0,32.0,40000.0,3.0,9000.0,10.62,0.23,9.0,0.0
11658.0,27.0,30000.0,0.0,3500.0,13.16,0.12,10.0,1.0
3448.0,23.0,54000.0,5.0,4800.0,7.9,0.09,3.0,0.0
9000.0,24.0,24000.0,0.0,11200.0,12.04,0.46,3.0,1.0
28347.0,22.0,37000.0,2.0,6400.0,9.25,0.17,3.0,1.0
16317.0,35.0,60000.0,4.0,5000.0,7.9,0.08,8.0,0.0
27252.0,22.0,81204.0,6.0,2800.0,11.49,0.03,4.0,1.0
28720.0,53.0,30000.0,1.0,2500.0,7.49,0.08,28.0,1.0
31761.0,22.0,30000.0,4.0,5000.0,7.49,0.17,3.0,0.0
28944.0,29.0,65000.0,3.0,2000.0,14.27,0.03,6.0,0.0
4120.0,28.0,62000.0,7.0,15600.0,7.9,0.25,9.0,0.0
15277.0,23.0,52000.0,0.0,13200.0,7.66,0.25,3.0,0.0
3928.0,27.0,47844.0,0.0,16000.0,9.76,0.33,7.0,1.0
31829.0,26.0,120000.0,10.0,12000.0,7.51,0.1,4.0,0.0
33530.0,25.0,45000.0,0.0,18250.0,14.27,0.4,4.0,1.0
1796.0,29.0,54000.0,3.0,16000.0,13.49,0.3,7.0,1.0
31325.0,25.0,60000.0,7.0,8500.0,7.51,0.14,4.0,0.0
8231.0,23.0,80000.0,3.0,6400.0,5.79,0.08,2.0,0.0
24625.0,23.0,70000.0,0.0,6000.0,12.21,0.09,2.0,0.0
15621.0,22.0,40000.0,7.0,5000.0,10.59,0.13,2.0,0.0
34335.0,29.0,140000.0,13.0,10000.0,10.74,0.07,10.0,0.0
24781.0,24.0,85000.0,4.0,9600.0,13.35,0.11,2.0,0.0
16730.0,26.0,48300.0,1.0,12000.0,10.37,0.25,3.0,1.0
20976.0,24.0,91800.0,8.0,25000.0,12.18,0.23,4.0,1.0
827.0,29.0,30000.0,6.0,9050.0,7.29,0.3,9.0,0.0
499.0,29.0,54000.0,13.0,10000.0,12.73,0.19,9.0,0.0
20564.0,24.0,82500.0,0.0,5000.0,6.76,0.06,2.0,0.0
5038.0,25.0,61150.0,0.0,5100.0,11.49,0.08,3.0,0.0
34232.0,30.0,50000.0,9.0,8000.0,7.14,0.16,10.0,0.0
29380.0,24.0,60000.0,3.0,10000.0,13.49,0.17,3.0,0.0
22122.0,24.0,90000.0,2.0,12000.0,12.18,0.13,4.0,0.0
34448.0,25.0,72600.0,5.0,5000.0,7.74,0.07,4.0,0.0
30992.0,21.0,26400.0,3.0,7000.0,10.96,0.27,4.0,0.0
4235.0,21.0,32000.0,1.0,10000.0,12.53,0.31,2.0,0.0
18884.0,30.0,42000.0,5.0,3000.0,6.03,0.07,10.0,0.0
6672.0,22.0,52704.0,4.0,4800.0,10.37,0.09,4.0,0.0
11188.0,28.0,60000.0,12.0,4000.0,7.14,0.07,9.0,0.0
34165.0,25.0,120000.0,4.0,16000.0,11.12,0.13,3.0,0.0
3122.0,21.0,63000.0,0.0,5000.0,13.23,0.08,4.0,0.0
14880.0,25.0,90000.0,9.0,12000.0,8.7,0.13,3.0,0.0
21155.0,23.0,38000.0,4.0,10000.0,13.23,0.26,3.0,0.0
25073.0,31.0,60000.0,2.0,2000.0,13.35,0.03,9.0,0.0
17255.0,29.0,96000.0,7.0,3000.0,8.49,0.03,9.0,0.0
25630.0,26.0,31200.0,5.0,14000.0,6.99,0.45,2.0,1.0
26717.0,24.0,50000.0,6.0,13000.0,10.99,0.26,3.0,0.0
21915.0,22.0,32000.0,1.0,16000.0,9.45,0.47,2.0,1.0
9767.0,37.0,105000.0,14.0,5000.0,7.75,0.05,15.0,0.0
29642.0,30.0,30000.0,3.0,10000.0,10.65,0.33,10.0,1.0
22224.0,25.0,35000.0,0.0,4500.0,10.65,0.13,4.0,0.0
33696.0,31.0,39996.0,0.0,2000.0,8.63,0.05,7.0,0.0
14712.0,25.0,115000.0,9.0,2400.0,13.49,0.02,2.0,0.0
29920.0,33.0,30000.0,3.0,6000.0,10.62,0.2,6.0,0.0
512.0,32.0,45000.0,1.0,8000.0,10.39,0.18,6.0,0.0
30141.0,31.0,72600.0,0.0,4500.0,7.66,0.06,6.0,0.0
2213.0,21.0,58000.0,4.0,10000.0,15.7,0.17,3.0,0.0
17621.0,26.0,48996.0,8.0,5000.0,7.9,0.1,2.0,0.0
12540.0,22.0,39000.0,1.0,8000.0,16.07,0.21,2.0,1.0
15565.0,37.0,90000.0,2.0,5000.0,7.14,0.06,17.0,0.0
593.0,32.0,60000.0,2.0,12000.0,13.22,0.2,6.0,0.0
873.0,33.0,82000.0,3.0,6000.0,10.99,0.07,8.0,0.0
27807.0,30.0,100000.0,0.0,9000.0,11.11,0.09,7.0,0.0
23949.0,30.0,110000.0,14.0,2000.0,7.29,0.02,6.0,0.0
24233.0,30.0,76800.0,14.0,6400.0,7.49,0.08,6.0,0.0
12739.0,26.0,55845.0,8.0,20000.0,16.07,0.31,2.0,1.0
9090.0,23.0,58000.0,4.0,20000.0,15.31,0.34,2.0,1.0
26848.0,23.0,97000.0,0.0,10000.0,14.65,0.1,2.0,0.0
6788.0,28.0,74400.0,7.0,6700.0,10.99,0.09,9.0,1.0
8023.0,24.0,30000.0,1.0,10000.0,12.09,0.33,3.0,1.0
3184.0,36.0,27350.0,6.0,2000.0,6.17,0.07,11.0,0.0
1243.0,29.0,80000.0,13.0,5000.0,7.49,0.06,9.0,0.0
4884.0,30.0,89000.0,0.0,6000.0,7.14,0.07,9.0,0.0
20851.0,28.0,50000.0,0.0,4000.0,7.14,0.08,7.0,0.0
33717.0,22.0,67000.0,5.0,8000.0,7.88,0.12,2.0,0.0
6324.0,23.0,100000.0,8.0,5000.0,8.49,0.05,2.0,0.0
11428.0,25.0,60000.0,7.0,6000.0,7.29,0.1,3.0,0.0
15832.0,25.0,49244.0,3.0,6000.0,8.88,0.12,4.0,0.0
12324.0,30.0,200000.0,14.0,10000.0,7.49,0.05,8.0,0.0
19920.0,24.0,29232.0,1.0,11000.0,12.73,0.38,3.0,1.0
8943.0,25.0,39000.0,3.0,7000.0,10.71,0.18,3.0,0.0
20356.0,26.0,80000.0,2.0,13000.0,12.42,0.16,4.0,0.0
11846.0,31.0,29640.0,4.0,6250.0,14.96,0.21,8.0,1.0
10087.0,24.0,81996.0,4.0,3000.0,13.61,0.04,2.0,0.0
16847.0,22.0,38000.0,0.0,2000.0,11.36,0.05,2.0,0.0
21523.0,25.0,110000.0,3.0,8000.0,13.16,0.07,4.0,0.0
26858.0,23.0,75000.0,0.0,12500.0,11.48,0.17,3.0,0.0
1423.0,25.0,39204.0,3.0,10000.0,5.99,0.26,4.0,0.0
18883.0,22.0,46000.0,4.0,7000.0,6.99,0.15,4.0,0.0
14218.0,27.0,95500.0,3.0,20000.0,15.27,0.21,8.0,0.0
1594.0,23.0,48000.0,7.0,3000.0,5.79,0.06,4.0,0.0
13033.0,27.0,180000.0,11.0,11500.0,8.59,0.06,8.0,0.0
30152.0,45.0,150000.0,8.0,10000.0,8.32,0.07,13.0,0.0
26266.0,29.0,36000.0,6.0,10000.0,20.3,0.28,9.0,1.0
14442.0,26.0,85000.0,10.0,10000.0,7.51,0.12,3.0,0.0
24867.0,24.0,51000.0,1.0,10000.0,16.29,0.2,4.0,1.0
13933.0,23.0,90000.0,4.0,10000.0,14.22,0.11,3.0,0.0
5824.0,23.0,41000.0,5.0,6000.0,7.9,0.15,4.0,0.0
10525.0,20.0,120000.0,4.0,2500.0,9.99,0.02,4.0,0.0
33489.0,24.0,44000.0,2.0,7500.0,5.42,0.17,3.0,0.0
9153.0,25.0,105000.0,10.0,4800.0,12.23,0.05,3.0,0.0
7724.0,28.0,30000.0,4.0,10000.0,11.99,0.33,5.0,1.0
13826.0,33.0,56000.0,1.0,2800.0,10.65,0.05,6.0,0.0
4292.0,23.0,50000.0,4.0,15000.0,9.88,0.3,3.0,0.0
17471.0,27.0,65000.0,1.0,15000.0,7.9,0.23,5.0,0.0
8931.0,26.0,130000.0,3.0,15000.0,12.18,0.12,2.0,0.0
3792.0,26.0,120000.0,7.0,16000.0,10.74,0.13,3.0,0.0
21654.0,28.0,38400.0,0.0,4000.0,12.53,0.1,8.0,0.0
8742.0,30.0,60000.0,2.0,2500.0,12.18,0.04,6.0,0.0
13202.0,23.0,46800.0,2.0,10000.0,12.18,0.21,3.0,0.0
21854.0,31.0,80000.0,5.0,15000.0,11.99,0.19,6.0,0.0
30292.0,23.0,78000.0,7.0,24000.0,10.99,0.31,3.0,1.0
11893.0,31.0,80000.0,4.0,16000.0,13.49,0.2,8.0,0.0
26028.0,27.0,59000.0,2.0,12000.0,15.99,0.2,7.0,1.0
28412.0,27.0,60000.0,8.0,5000.0,11.14,0.08,6.0,0.0
31004.0,23.0,86400.0,5.0,28000.0,7.9,0.32,3.0,0.0
6742.0,21.0,24996.0,5.0,8000.0,11.26,0.32,4.0,0.0
13524.0,25.0,40000.0,4.0,6000.0,11.12,0.15,2.0,0.0
19693.0,34.0,105000.0,3.0,15000.0,17.19,0.14,10.0,0.0
23687.0,27.0,60000.0,11.0,2500.0,6.17,0.04,9.0,0.0
26063.0,23.0,60000.0,5.0,10500.0,7.29,0.17,3.0,0.0
22827.0,21.0,35000.0,1.0,6400.0,7.51,0.18,2.0,0.0
29818.0,23.0,48000.0,1.0,7500.0,10.0,0.16,4.0,0.0
8814.0,30.0,95000.0,14.0,20000.0,10.75,0.21,7.0,0.0
1758.0,27.0,62000.0,11.0,10000.0,6.62,0.16,7.0,0.0
23292.0,28.0,52800.0,6.0,3200.0,5.79,0.06,9.0,0.0
1483.0,29.0,53000.0,3.0,8000.0,13.47,0.15,5.0,0.0
19571.0,36.0,140000.0,2.0,20000.0,7.9,0.14,12.0,0.0
31444.0,22.0,50000.0,2.0,10000.0,10.99,0.2,2.0,0.0
9573.0,24.0,68000.0,8.0,15500.0,6.62,0.23,4.0,0.0
5026.0,23.0,62900.0,3.0,15000.0,15.99,0.21,3.0,1.0
12917.0,25.0,63000.0,4.0,1200.0,10.74,0.02,2.0,0.0
13063.0,27.0,50000.0,12.0,12500.0,10.75,0.25,9.0,0.0
22783.0,21.0,36000.0,5.0,15000.0,7.88,0.4,2.0,0.0
22624.0,24.0,97000.0,8.0,7000.0,9.91,0.07,4.0,0.0
11365.0,29.0,70000.0,13.0,16000.0,10.99,0.23,10.0,0.0
7191.0,27.0,53595.0,11.0,9800.0,7.88,0.19,6.0,0.0
17426.0,24.0,115000.0,8.0,4000.0,11.99,0.03,4.0,0.0
7270.0,21.0,30000.0,5.0,7500.0,10.39,0.25,2.0,0.0
20366.0,33.0,44004.0,2.0,15000.0,8.9,0.34,5.0,1.0
31255.0,30.0,48000.0,8.0,1450.0,7.51,0.03,6.0,0.0
13754.0,27.0,90000.0,3.0,24250.0,10.62,0.27,7.0,0.0
11958.0,35.0,60000.0,0.0,3000.0,11.11,0.05,5.0,0.0
23272.0,23.0,50000.0,7.0,7200.0,10.65,0.14,4.0,0.0
6757.0,26.0,30000.0,2.0,7000.0,11.99,0.23,3.0,1.0
30341.0,24.0,76000.0,3.0,14000.0,10.99,0.18,2.0,0.0
22830.0,39.0,92000.0,5.0,15000.0,10.59,0.16,15.0,0.0
25005.0,24.0,30000.0,0.0,5600.0,7.4,0.19,3.0,0.0
15208.0,22.0,56400.0,6.0,10000.0,11.71,0.18,2.0,0.0
21664.0,22.0,45000.0,2.0,4000.0,12.53,0.09,3.0,0.0
5047.0,23.0,45000.0,0.0,5000.0,6.62,0.11,2.0,0.0
9163.0,34.0,108000.0,4.0,10000.0,7.14,0.09,8.0,0.0
2383.0,28.0,45000.0,10.0,11400.0,12.53,0.26,7.0,0.0
12732.0,23.0,30000.0,2.0,7000.0,11.99,0.23,2.0,1.0
15860.0,24.0,25000.0,0.0,1000.0,10.71,0.04,2.0,1.0
18007.0,28.0,131040.0,5.0,10000.0,7.51,0.08,8.0,0.0
26072.0,40.0,85000.0,3.0,25000.0,12.18,0.29,16.0,0.0
8188.0,25.0,64000.0,7.0,3000.0,13.22,0.05,3.0,1.0
32714.0,24.0,60000.0,2.0,8000.0,11.71,0.13,4.0,0.0
5987.0,23.0,70000.0,2.0,6000.0,8.94,0.09,3.0,0.0
28010.0,23.0,55000.0,3.0,11000.0,7.29,0.2,4.0,0.0
28493.0,25.0,58000.0,7.0,7000.0,8.32,0.12,4.0,0.0
10098.0,24.0,40000.0,1.0,4000.0,8.49,0.1,4.0,0.0
23375.0,24.0,55000.0,0.0,4000.0,7.88,0.07,2.0,0.0
21849.0,34.0,35000.0,0.0,5000.0,7.74,0.14,9.0,0.0
32299.0,26.0,51400.0,10.0,7000.0,7.88,0.13,2.0,0.0
3416.0,32.0,60000.0,1.0,20000.0,16.32,0.33,10.0,0.0
4178.0,25.0,125000.0,0.0,8000.0,7.51,0.06,4.0,0.0
14752.0,46.0,50000.0,1.0,5000.0,11.48,0.1,14.0,0.0
16844.0,22.0,75000.0,6.0,7500.0,15.99,0.1,3.0,0.0
8483.0,32.0,65000.0,5.0,8000.0,11.99,0.12,10.0,0.0
4783.0,23.0,50000.0,6.0,18000.0,10.99,0.36,3.0,1.0
13373.0,25.0,39000.0,4.0,10000.0,15.62,0.26,3.0,1.0
6176.0,24.0,100896.0,4.0,15000.0,16.82,0.15,3.0,0.0
15769.0,44.0,200000.0,4.0,15000.0,11.49,0.07,15.0,0.0
11513.0,22.0,20000.0,1.0,5000.0,10.59,0.25,4.0,0.0
28314.0,39.0,110000.0,19.0,12000.0,11.71,0.11,14.0,0.0
11014.0,22.0,90000.0,6.0,3000.0,11.49,0.03,3.0,0.0
16856.0,24.0,72000.0,8.0,14400.0,8.9,0.2,3.0,0.0
12642.0,60.0,90000.0,0.0,7200.0,11.71,0.08,18.0,0.0
22123.0,32.0,25000.0,1.0,10000.0,9.63,0.4,6.0,1.0
6053.0,23.0,65000.0,0.0,3000.0,8.9,0.05,4.0,0.0
30958.0,34.0,51000.0,1.0,20000.0,7.49,0.4,6.0,0.0
27443.0,31.0,90000.0,2.0,5000.0,14.27,0.06,9.0,0.0
26873.0,25.0,60000.0,2.0,6500.0,9.25,0.11,4.0,0.0
14575.0,29.0,350000.0,11.0,12000.0,6.03,0.03,6.0,0.0
21785.0,23.0,37000.0,1.0,7000.0,11.83,0.19,2.0,0.0
17185.0,31.0,60000.0,4.0,12000.0,10.99,0.2,10.0,0.0
13978.0,24.0,30000.0,0.0,5000.0,11.46,0.17,4.0,0.0
13035.0,23.0,75000.0,1.0,12400.0,12.42,0.16,4.0,0.0
1959.0,25.0,30000.0,0.0,3500.0,5.42,0.11,3.0,0.0
3386.0,31.0,65000.0,1.0,8600.0,14.96,0.13,5.0,1.0
14655.0,31.0,55000.0,3.0,10000.0,15.31,0.18,5.0,0.0
10413.0,26.0,95000.0,1.0,7750.0,6.62,0.08,3.0,0.0
25755.0,22.0,102000.0,2.0,18000.0,8.49,0.18,4.0,0.0
9426.0,29.0,49000.0,13.0,6000.0,15.27,0.12,10.0,1.0
7580.0,27.0,33000.0,4.0,5000.0,7.49,0.15,10.0,0.0
3922.0,35.0,115000.0,3.0,12000.0,5.79,0.1,10.0,0.0
12490.0,23.0,70000.0,4.0,8000.0,14.46,0.11,3.0,0.0
18871.0,23.0,65000.0,7.0,6000.0,7.68,0.09,4.0,0.0
33239.0,38.0,100860.0,18.0,2750.0,9.99,0.03,12.0,0.0
14856.0,24.0,40000.0,8.0,12000.0,7.9,0.3,2.0,0.0
8615.0,23.0,42000.0,0.0,4000.0,7.9,0.1,3.0,0.0
29987.0,41.0,65000.0,0.0,4000.0,12.68,0.06,17.0,0.0
14111.0,22.0,36996.0,0.0,5000.0,7.51,0.14,4.0,0.0
6258.0,23.0,42000.0,4.0,8400.0,14.84,0.19,4.0,0.0
14326.0,40.0,78301.0,5.0,17000.0,6.62,0.22,13.0,0.0
24719.0,22.0,38004.0,2.0,4500.0,7.49,0.12,3.0,0.0
9724.0,27.0,42000.0,4.0,6000.0,7.49,0.14,8.0,0.0
25352.0,32.0,24000.0,0.0,1500.0,14.42,0.06,7.0,1.0
33370.0,24.0,77385.0,8.0,6425.0,10.37,0.08,3.0,0.0
9771.0,26.0,85000.0,10.0,20000.0,9.88,0.24,4.0,0.0
6803.0,42.0,52000.0,2.0,2400.0,12.69,0.05,14.0,0.0
7010.0,29.0,59828.0,13.0,5000.0,7.14,0.08,6.0,0.0
8319.0,24.0,70000.0,3.0,14000.0,10.75,0.2,4.0,0.0
8617.0,30.0,70000.0,15.0,5000.0,7.14,0.07,5.0,0.0
2304.0,23.0,70000.0,3.0,10000.0,10.0,0.14,2.0,0.0
25825.0,30.0,80000.0,2.0,9600.0,6.99,0.11,9.0,0.0
27333.0,32.0,115000.0,14.0,9925.0,11.14,0.09,10.0,0.0
17431.0,38.0,150000.0,5.0,30000.0,10.37,0.2,15.0,0.0
3396.0,38.0,70800.0,6.0,10000.0,15.21,0.14,13.0,0.0
10577.0,44.0,46000.0,22.0,8000.0,9.33,0.17,13.0,1.0
29140.0,24.0,95000.0,4.0,17000.0,16.29,0.18,2.0,0.0
11470.0,25.0,57000.0,6.0,6000.0,9.91,0.11,4.0,0.0
13458.0,23.0,58000.0,7.0,1000.0,11.49,0.02,4.0,0.0
29735.0,22.0,51480.0,3.0,4200.0,7.51,0.08,2.0,1.0
13504.0,25.0,34000.0,3.0,6000.0,11.49,0.18,3.0,0.0
4741.0,24.0,42000.0,2.0,7000.0,8.59,0.17,3.0,0.0
12981.0,23.0,24000.0,5.0,7000.0,12.99,0.29,2.0,0.0
24420.0,21.0,62400.0,0.0,4000.0,14.61,0.06,4.0,1.0
24798.0,24.0,150000.0,0.0,7000.0,7.9,0.05,3.0,0.0
516.0,22.0,31200.0,4.0,6000.0,9.99,0.19,2.0,0.0
32670.0,23.0,60000.0,7.0,5000.0,7.51,0.08,2.0,0.0
8476.0,27.0,38500.0,2.0,6350.0,7.51,0.17,7.0,0.0
10274.0,27.0,24000.0,0.0,5000.0,9.76,0.21,8.0,0.0
28293.0,25.0,50000.0,3.0,3600.0,6.03,0.07,2.0,0.0
29544.0,26.0,118068.0,4.0,3000.0,13.23,0.03,2.0,0.0
31074.0,23.0,48000.0,0.0,5000.0,10.59,0.1,4.0,0.0
959.0,32.0,79800.0,11.0,2700.0,10.99,0.03,7.0,0.0
4202.0,25.0,70000.0,9.0,8000.0,7.14,0.11,4.0,0.0
31428.0,28.0,50000.0,4.0,2800.0,6.39,0.06,9.0,0.0
13534.0,25.0,35000.0,4.0,5000.0,7.49,0.14,4.0,0.0
31797.0,33.0,30000.0,3.0,7750.0,7.74,0.26,6.0,0.0
13052.0,22.0,50000.0,6.0,7800.0,7.49,0.15,4.0,0.0
11387.0,24.0,50000.0,1.0,10000.0,14.35,0.2,2.0,0.0
28525.0,22.0,70000.0,6.0,9000.0,5.99,0.13,3.0,0.0
33026.0,27.0,85000.0,2.0,12000.0,13.49,0.14,10.0,0.0
32591.0,24.0,72000.0,2.0,8000.0,5.42,0.11,2.0,0.0
30051.0,26.0,64000.0,2.0,25000.0,14.83,0.39,2.0,1.0
28789.0,27.0,85000.0,3.0,12000.0,13.48,0.14,8.0,0.0
24682.0,25.0,75000.0,9.0,6000.0,6.03,0.08,2.0,0.0
14426.0,24.0,30000.0,2.0,12000.0,10.38,0.4,2.0,0.0
